Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
8045;Place de la Reine Astrid;OUI;58;49;7;3;4;OUI;OUI;2025-10-18T18:30:48+02:00;48.864920982538, 2.3025491823859;Paris;75056;
21209;Molière - République;OUI;30;24;5;2;3;OUI;OUI;2025-10-18T18:39:52+02:00;48.81111581390707, 2.3145738624448158;Montrouge;92049;
14124;David Weill - Parc Montsouris;OUI;22;18;2;0;2;OUI;OUI;2025-10-18T18:38:17+02:00;48.821092374256104, 2.333725690841675;Paris;75056;
14012;Sibelle - Alésia;OUI;37;32;5;3;2;OUI;OUI;2025-10-18T18:40:11+02:00;48.826701758539215, 2.3384983465075493;Paris;75056;
15133;Saint Lambert - Blomet;OUI;27;12;14;10;4;OUI;OUI;2025-10-18T18:40:40+02:00;48.83659148147257, 2.2930556908249855;Paris;75056;
21005;Hôtel de Ville de Boulogne Billancourt;OUI;26;12;14;14;0;OUI;OUI;2025-10-18T18:38:24+02:00;48.83495885166784, 2.2416803240776066;Boulogne-Billancourt;92012;
15110;Place Robert Guillemard;OUI;24;17;7;6;1;OUI;OUI;2025-10-18T18:37:25+02:00;48.836191728066666, 2.2811267160086417;Paris;75056;
19103;Manin - Carrières d'Amérique;OUI;20;16;1;0;1;OUI;OUI;2025-10-18T18:36:20+02:00;48.884672142095, 2.3919698596001;Paris;75056;
21015;Nationale - Place Jules Guesde;OUI;23;12;9;6;3;OUI;OUI;2025-10-18T18:40:32+02:00;48.82753962462998, 2.2416052222251897;Boulogne-Billancourt;92012;
42014;Place Marcel Cachin;OUI;32;9;23;22;1;OUI;OUI;2025-10-18T18:39:03+02:00;48.81411442356866, 2.39090770483017;Ivry-sur-Seine;94041;
15034;Lakanal - Commerce;OUI;53;29;21;14;7;OUI;OUI;2025-10-18T18:39:02+02:00;48.84442462786544, 2.294059172272682;Paris;75056;
21006;Marcelin Berthelot;OUI;27;12;13;9;4;OUI;OUI;2025-10-18T18:40:04+02:00;48.8415473058801, 2.233161628246308;Boulogne-Billancourt;92012;
48010;Karl Marx;OUI;16;14;2;1;1;OUI;OUI;2025-10-18T18:36:18+02:00;48.784527937293184, 2.3646667979455587;Villejuif;94076;
44013;Edouard Tremblay - Julian Grimaux;OUI;30;28;1;0;1;OUI;OUI;2025-10-18T18:40:02+02:00;48.781383825117, 2.3723508417606;Vitry-sur-Seine;94081;
22203;Tertres - Fontaine;OUI;28;25;3;1;2;OUI;OUI;2025-10-18T18:33:37+02:00;48.787553654715644, 2.306235730648041;Bagneux;92007;
20131;Repos - Cimetière du Père Lachaise;OUI;33;31;2;1;1;OUI;OUI;2025-10-18T18:33:03+02:00;48.859358523593, 2.3896131366845;Paris;75056;
42021;Raspail - Manufacture des Oeillets;OUI;32;25;5;4;1;OUI;OUI;2025-10-18T18:40:15+02:00;48.8094458, 2.3903009;Ivry-sur-Seine;94041;
44003;Gabriel Péri - Danielle Casanova;OUI;20;5;15;12;3;OUI;OUI;2025-10-18T18:40:14+02:00;48.790114, 2.4025777;Vitry-sur-Seine;94081;
1119;Cossonnerie - Sébastopol;OUI;24;6;11;2;9;OUI;OUI;2025-10-18T18:40:40+02:00;48.86132665908402, 2.349419631063938;Paris;75056;
5028;Censier - Jardin des Plantes;OUI;28;11;14;13;1;OUI;OUI;2025-10-18T18:39:37+02:00;48.84107178161383, 2.355475388467312;Paris;75056;
35020;Marcelle - Thalie;OUI;20;19;1;0;1;OUI;OUI;2025-10-18T18:38:56+02:00;48.8835462, 2.4137883;Pantin;93055;
41202;Gare Rer de Fontenay sous Bois;OUI;61;41;19;16;3;OUI;OUI;2025-10-18T18:39:37+02:00;48.8436279, 2.4630465;Fontenay-sous-Bois;94033;
25003;Henri Ste-Claire Déville - Paul Héroult;OUI;24;2;21;13;8;OUI;OUI;2025-10-18T18:39:21+02:00;48.892663, 2.172411;Rueil-Malmaison;92063;
20115;Louis Lumière - Porte de Bagnolet;OUI;20;18;1;1;0;OUI;OUI;2025-10-18T18:33:15+02:00;48.86431136000005, 2.4105210229754443;Paris;75056;
31003;Paris - Emile Zola;OUI;30;22;2;2;0;OUI;OUI;2025-10-18T18:36:13+02:00;48.854898095789295, 2.4186685681343083;Montreuil;93048;
9116;Victoire - Chaussée d'Antin;OUI;24;17;7;2;5;OUI;OUI;2025-10-18T18:39:35+02:00;48.875065791004396, 2.3316738009452824;Paris;75056;
22402;Jean Jaurès - Salvador Allende;OUI;43;28;14;4;10;OUI;OUI;2025-10-18T18:31:49+02:00;48.821475594736775, 2.3026576638221745;Malakoff;92046;
6025;Assas - Rennes;OUI;32;24;8;6;2;OUI;OUI;2025-10-18T18:39:59+02:00;48.8492084999386, 2.32851454623001;Paris;75056;
11030;Oberkampf - République;OUI;24;4;19;9;10;OUI;OUI;2025-10-18T18:40:19+02:00;48.86531608707, 2.37611478491;Paris;75056;
4201;Quai des Célestins - Henri IV;OUI;12;3;2;0;2;OUI;OUI;2025-10-18T18:40:17+02:00;48.851290697625, 2.3624387532495;Paris;75056;
17013;Legendre - Dulong;OUI;23;16;4;2;2;OUI;OUI;2025-10-18T18:40:39+02:00;48.885325169402904, 2.316423766314984;Paris;75056;
1020;Cambon - Rivoli;OUI;40;29;8;6;2;OUI;OUI;2025-10-18T18:40:22+02:00;48.866143390992, 2.3251800647137;Paris;75056;
19024;Botzaris - Parc des Buttes Chaumont;OUI;20;13;7;0;7;OUI;OUI;2025-10-18T18:39:35+02:00;48.877951, 2.381464;Paris;75056;
11039;Richard Lenoir - Jean-Pierre Timbaud;OUI;36;18;16;8;8;OUI;OUI;2025-10-18T18:40:14+02:00;48.865804276686, 2.3693370749669;Paris;75056;
23006;Jules Guesde - Alsace;OUI;25;11;13;10;3;OUI;OUI;2025-10-18T18:40:12+02:00;48.890566275506, 2.2950777411461;Levallois-Perret;92044;
11026;Chemin Vert - Saint-Maur;OUI;45;33;10;4;6;OUI;OUI;2025-10-18T18:40:23+02:00;48.86112461407359, 2.381299026310444;Paris;75056;
15021;Joseph Liouville - Croix Nivert;OUI;64;28;36;31;5;OUI;OUI;2025-10-18T18:39:25+02:00;48.844835471244416, 2.297508493065834;Paris;75056;
32604;Square du Théâtre du Garde-Chasse;OUI;50;49;0;0;0;OUI;OUI;2025-10-18T18:38:24+02:00;48.881287375060616, 2.420119643211365;Les Lilas;93045;
11105;Parmentier - République;OUI;45;23;2;0;2;OUI;OUI;2025-10-18T18:35:22+02:00;48.8644954, 2.3750124;Paris;75056;
41601;Général De Gaulle - Alouette;OUI;26;23;3;2;1;OUI;OUI;2025-10-18T18:38:16+02:00;48.839109, 2.4175664;Saint-Mandé;94067;
19032;Villette - Belleville;OUI;48;41;6;2;4;OUI;OUI;2025-10-18T18:39:24+02:00;48.8726877314, 2.376461327076;Paris;75056;
17105;Place Madeleine Daniélou;OUI;42;31;9;5;4;OUI;OUI;2025-10-18T18:40:39+02:00;48.883498, 2.282015;Paris;75056;
43005;Gare RER de Vincennes;OUI;51;33;11;4;7;OUI;OUI;2025-10-18T18:40:33+02:00;48.847563015126106, 2.433383166790009;Vincennes;94080;
9010;Rochechouart lamartine;OUI;24;20;3;3;0;OUI;OUI;2025-10-18T18:38:18+02:00;48.876719895109, 2.344393021854;Paris;75056;
16136;Théophile Gautier - François Millet;OUI;30;0;28;26;2;OUI;OUI;2025-10-18T18:40:00+02:00;48.85034821320644, 2.273029983043671;Paris;75056;
18028;Championnet - Vauvenargues;OUI;33;28;4;1;3;OUI;OUI;2025-10-18T18:31:24+02:00;48.89401874744574, 2.3319872841238976;Paris;75056;
22003;Beffroy;OUI;26;16;8;2;6;OUI;OUI;2025-10-18T18:34:19+02:00;48.886591074488, 2.2613945603371;Neuilly-sur-Seine;92051;
18009;Jean-François Lépine - Stephenson;OUI;22;19;3;0;3;OUI;OUI;2025-10-18T18:32:43+02:00;48.88611466796807, 2.356855627529275;Paris;75056;
11024;Mairie du 11ème;OUI;51;2;46;38;8;OUI;OUI;2025-10-18T18:40:27+02:00;48.858925, 2.3789759;Paris;75056;
17125;Marie-Georges Picquart - Pereire;OUI;32;31;1;1;0;OUI;OUI;2025-10-18T18:40:38+02:00;48.88863669349711, 2.3111706599593163;Paris;75056;
24001;Arche - Léonard de Vinci;OUI;28;25;2;1;1;OUI;OUI;2025-10-18T18:40:33+02:00;48.89790972494496, 2.2383723043644914;Courbevoie;92026;
16030;Place de Barcelone - Mirabeau;OUI;55;14;33;25;8;OUI;OUI;2025-10-18T18:40:33+02:00;48.847623027364, 2.2735664248466;Paris;75056;
22016;Charles de Gaulle - Sablonville;OUI;26;10;16;16;0;OUI;OUI;2025-10-18T18:40:09+02:00;48.87991924860035, 2.2763770446181297;Neuilly-sur-Seine;92051;
21701;Larmeroux - Baudelaire;OUI;29;24;5;0;5;OUI;OUI;2025-10-18T18:38:30+02:00;48.816939911292, 2.2809894804846;Vanves;92075;
14136;Auguste Cain - Jean Moulin;OUI;40;38;2;2;0;OUI;OUI;2025-10-18T18:38:55+02:00;48.82577028927573, 2.3210415244102482;Paris;75056;
16008;Galilée - Kléber;OUI;32;30;1;1;0;OUI;OUI;2025-10-18T18:36:32+02:00;48.867411865714, 2.2907813801148;Paris;75056;
32302;Chemin Vert - Fraternité;OUI;20;18;0;0;0;OUI;OUI;2025-10-18T18:35:15+02:00;48.877141208359035, 2.4461565166711807;Romainville;93063;
19022;Marché Secrétan;OUI;26;21;2;1;1;OUI;OUI;2025-10-18T18:40:36+02:00;48.88125496379482, 2.373463287949562;Paris;75056;
22006;Pierret - Madrid;OUI;28;23;4;2;2;OUI;OUI;2025-10-18T18:40:12+02:00;48.882976576876565, 2.260125767248034;Neuilly-sur-Seine;92051;
13050;Quai Panhard et Levassor;OUI;57;34;19;19;0;OUI;OUI;2025-10-18T18:40:18+02:00;48.828374828097, 2.3842737458056;Paris;75056;
21301;Saint-Vincent - Verdun;OUI;34;11;23;19;4;OUI;OUI;2025-10-18T18:40:24+02:00;48.819211549234495, 2.254007756710053;Issy-les-Moulineaux;92040;
21008;Victor Hugo - Galliéni;OUI;34;26;8;6;2;OUI;OUI;2025-10-18T18:39:29+02:00;48.838020154411, 2.2460845112801;Boulogne-Billancourt;92012;
19029;Seine - Flandre;OUI;19;14;5;1;4;OUI;OUI;2025-10-18T18:40:06+02:00;48.886785741479684, 2.3746193200349808;Paris;75056;
20134;Lieutenant Chauré - Etienne Marey;OUI;20;20;0;0;0;OUI;OUI;2025-10-18T18:35:47+02:00;48.86746195408435, 2.405970990657807;Paris;75056;
9032;Mathurins - Auber;OUI;36;18;15;13;2;OUI;OUI;2025-10-18T18:39:36+02:00;48.872988840744, 2.3294984212276;Paris;75056;
8204;Rocher - Laborde;OUI;0;0;0;0;0;NON;NON;2025-09-18T13:42:50+02:00;48.876046619457, 2.3228198128915;Paris;75056;
32003;Wilson - Métallurgie;OUI;28;21;6;3;3;OUI;OUI;2025-10-18T18:37:56+02:00;48.909423010092326, 2.3584435880184174;Saint-Denis;93066;
10014;Marseille - Beaurepaire;OUI;55;31;21;13;8;OUI;OUI;2025-10-18T18:40:11+02:00;48.871624306962985, 2.3639265082738348;Paris;75056;
11042;Grand Prieuré - Crussol;OUI;49;5;42;37;5;OUI;OUI;2025-10-18T18:40:09+02:00;48.864660627935, 2.3692265531829;Paris;75056;
11035;Parmentier - Abel Rabaud;OUI;52;43;6;1;5;OUI;OUI;2025-10-18T18:40:17+02:00;48.86921273836114, 2.371688821240712;Paris;75056;
32026;Leroy des Barres - Médiathèque;OUI;26;14;10;8;2;OUI;OUI;2025-10-18T18:38:12+02:00;48.928253687082, 2.3681719727966;Saint-Denis;93066;
42010;Mairie d'Ivry-sur-Seine;OUI;53;29;22;21;1;OUI;OUI;2025-10-18T18:39:48+02:00;48.81057120969284, 2.3842826485633855;Ivry-sur-Seine;94041;
8025;Miromesnil - La Boétie;OUI;35;34;1;0;1;OUI;OUI;2025-10-18T18:30:56+02:00;48.873722412917, 2.3158480972052;Paris;75056;
15046;Parc Georges Brassens - Brancion;OUI;29;26;3;1;2;OUI;OUI;2025-10-18T18:39:04+02:00;48.83227829269761, 2.3022570088505745;Paris;75056;
13002;Arago - Glacière;OUI;27;24;3;3;0;OUI;OUI;2025-10-18T18:39:49+02:00;48.83486054775774, 2.3445770524322067;Paris;75056;
46001;Place Paul Eluard;OUI;19;5;14;12;2;OUI;OUI;2025-10-18T18:40:19+02:00;48.7672039733195, 2.4144977331161503;Choisy-le-Roi;94022;
42301;Gare Arcueil - Cachan;OUI;26;18;8;5;3;OUI;OUI;2025-10-18T18:39:36+02:00;48.799824, 2.328171;Arcueil;94003;
16040;Exelmans - Michel-Ange;OUI;33;29;3;1;2;OUI;OUI;2025-10-18T18:38:28+02:00;48.84309486651855, 2.2597770800669053;Paris;75056;
43003;Hôpital Bégin;OUI;26;16;8;6;2;OUI;OUI;2025-10-18T18:40:40+02:00;48.84571672113, 2.4272462725639;Vincennes;94080;
17028;Reims - Raymond Pitet;OUI;37;29;8;5;3;OUI;OUI;2025-10-18T18:37:41+02:00;48.8888, 2.296319;Paris;75056;
42504;Gare RER de Gentilly;OUI;30;21;9;4;5;OUI;OUI;2025-10-18T18:38:31+02:00;48.814280450380224, 2.3410347104072575;Gentilly;94037;
42302;Aristide Briand - Gare de Bagneux;OUI;22;14;6;2;4;OUI;OUI;2025-10-18T18:39:31+02:00;48.79387269664978, 2.321148812770844;Cachan;94016;
20111;Villiers de l'Isle Adam - Pyrénées;OUI;20;16;1;0;1;OUI;OUI;2025-10-18T18:40:36+02:00;48.867362, 2.396222;Paris;75056;
19016;Hautpoul - Jean Jaurès;OUI;32;27;3;0;3;OUI;OUI;2025-10-18T18:36:13+02:00;48.886393679436, 2.3865414544355;Paris;75056;
20043;Charonne - Avron;OUI;27;22;5;4;1;OUI;OUI;2025-10-18T18:39:32+02:00;48.851602665222, 2.3984030470379;Paris;75056;
21104;Madame de Sanzillon - Mozart;OUI;22;6;14;11;3;OUI;OUI;2025-10-18T18:38:30+02:00;48.90379820774301, 2.3187401890754704;Clichy;92024;
42015;Place Jean Ferrat;OUI;25;20;5;3;2;OUI;OUI;2025-10-18T18:35:35+02:00;48.8184945213025, 2.3744174838066106;Ivry-sur-Seine;94041;
9005;Square d'Anvers;OUI;33;29;4;0;4;OUI;OUI;2025-10-18T18:38:30+02:00;48.882633484311, 2.3448844062122;Paris;75056;
32016;Place de la Porte de Paris;OUI;40;33;4;0;4;OUI;OUI;2025-10-18T18:31:59+02:00;48.93009363207303, 2.3564037680625916;Saint-Denis;93066;
1013;Place du Palais Royal;OUI;67;39;25;22;3;OUI;OUI;2025-10-18T18:39:34+02:00;48.862382970647, 2.3384822532535;Paris;75056;
31010;Stalingrad - Désiré Chevalier;OUI;42;40;1;1;0;OUI;OUI;2025-10-18T18:40:29+02:00;48.85670169739857, 2.445072233676911;Montreuil;93048;
7102;Mairie du 7ème;OUI;48;31;14;9;5;OUI;OUI;2025-10-18T18:38:15+02:00;48.8577967, 2.3192664;Paris;75056;
18201;Tristan Tzara -  Tchaïkovski;OUI;33;27;5;4;1;OUI;OUI;2025-10-18T18:39:29+02:00;48.89490221746837, 2.3648490384221077;Paris;75056;
12204;Prague - Théophile Roussel;OUI;34;1;27;24;3;OUI;OUI;2025-10-18T18:40:19+02:00;48.850330563516, 2.3758223011125;Paris;75056;
41402;Victor Hugo - Ecoles;OUI;25;7;15;14;1;OUI;OUI;2025-10-18T18:37:46+02:00;48.80476007936134, 2.4180373930262093;Alfortville;94002;
20121;Boyer - Ménilmontant;OUI;19;19;0;0;0;OUI;OUI;2025-10-18T18:33:52+02:00;48.868895162679, 2.3919824145635;Paris;75056;
18012;Stephenson - Doudeauville;OUI;36;32;2;1;1;OUI;OUI;2025-10-18T18:38:48+02:00;48.888537048944826, 2.3561610281467438;Paris;75056;
19013;Laumière - Petit;OUI;34;30;4;1;3;OUI;OUI;2025-10-18T18:40:36+02:00;48.88467368538326, 2.380039058625698;Paris;75056;
19125;Place de l'Édit de Nantes;OUI;30;20;6;1;5;OUI;OUI;2025-10-18T18:39:45+02:00;48.88879, 2.3785;Paris;75056;
26013;Quai du docteur Dervaux;OUI;26;7;18;11;7;OUI;OUI;2025-10-18T18:39:27+02:00;48.910482, 2.297998;Asnières-sur-Seine;92004;
14036;Boulard - Daguerre;OUI;45;38;5;4;1;OUI;OUI;2025-10-18T18:40:39+02:00;48.83446472680611, 2.3293386027216907;Paris;75056;
15201;Place Amédée Gordini - Lefebvre;OUI;38;31;5;1;4;OUI;OUI;2025-10-18T18:36:53+02:00;48.83061737745, 2.2920634208276;Paris;75056;
19205;Simon Bolivar - Henri Turot;OUI;23;12;10;2;8;OUI;OUI;2025-10-18T18:38:54+02:00;48.877475489801, 2.3739709492211;Paris;75056;
11004;Charonne - Faubourg Saint-Antoine;OUI;34;7;22;17;5;OUI;OUI;2025-10-18T18:39:19+02:00;48.852191909696, 2.3740932717919;Paris;75056;
5123;Saint-Germain - Thenard;OUI;31;8;21;13;8;OUI;OUI;2025-10-18T18:38:05+02:00;48.850571, 2.3471015;Paris;75056;
92008;Hôtel de Ville de Nanterre;OUI;38;23;14;7;7;OUI;OUI;2025-10-18T18:40:23+02:00;48.892371898250424, 2.205548956990242;Nanterre;92050;
11036;Jules Ferry - Faubourg du Temple Paris;OUI;58;22;32;18;14;OUI;OUI;2025-10-18T18:39:29+02:00;48.868397, 2.3678933;Paris;75056;
51004;Général Delambre - Prebuard;OUI;29;17;12;11;1;OUI;OUI;2025-10-18T18:32:50+02:00;48.93870344444, 2.2234171606307;Argenteuil;95018;
9021;Saint Georges - d'Aumale;OUI;23;18;5;2;3;OUI;OUI;2025-10-18T18:38:47+02:00;48.87778639599673, 2.337429821491241;Paris;75056;
12009;Charenton - Diderot;OUI;18;0;16;14;2;OUI;OUI;2025-10-18T18:39:02+02:00;48.846171461187, 2.3793068155646;Paris;75056;
12027;Montgallet - Charenton;OUI;16;12;3;2;1;OUI;OUI;2025-10-18T18:40:31+02:00;48.842647778701, 2.3861649278137;Paris;75056;
31203;Henri Barbusse;NON;30;0;0;0;0;NON;NON;2025-08-05T08:50:33+02:00;48.932092978246, 2.3982878482409;La Courneuve;93027;
8035;Bienfaisance - Place de Narvik;OUI;36;32;3;2;1;OUI;OUI;2025-10-18T18:39:02+02:00;48.87660163459077, 2.3129771277308464;Paris;75056;
19008;Flandre - Alphonse Karr;OUI;26;23;3;1;2;OUI;OUI;2025-10-18T18:36:04+02:00;48.89465, 2.381868;Paris;75056;
17102;Alfred Roll - Berthier;OUI;28;23;5;2;3;OUI;OUI;2025-10-18T18:40:39+02:00;48.887808570529, 2.3000952981763;Paris;75056;
23009;Anatole France - Louise Michel;OUI;50;25;21;18;3;OUI;OUI;2025-10-18T18:38:56+02:00;48.88873214926474, 2.2881576418876652;Levallois-Perret;92044;
35018;Ancien Canal - Hélène Brion;OUI;23;16;6;5;1;OUI;OUI;2025-10-18T18:39:04+02:00;48.89484799296163, 2.4188338592648506;Pantin;93055;
42029;Stalingrad - Germaine Tailleferre;OUI;28;26;2;0;2;OUI;OUI;2025-10-18T18:32:38+02:00;48.80257200481316, 2.3786691203713417;Ivry-sur-Seine;94041;
18110;Departement - Pajol;OUI;19;15;4;1;3;OUI;OUI;2025-10-18T18:40:03+02:00;48.886674849730184, 2.3613611608743668;Paris;75056;
21313;Guynemer - Séverine;OUI;26;2;23;14;9;OUI;OUI;2025-10-18T18:37:24+02:00;48.83091743371036, 2.2790706530213356;Issy-les-Moulineaux;92040;
41606;Pasteur - Gambetta;OUI;19;15;4;3;1;OUI;OUI;2025-10-18T18:39:05+02:00;48.84572797384512, 2.4236011505126953;Saint-Mandé;94067;
28001;Richard Wallace - Place du 8 Mai 1945;OUI;30;25;4;1;3;OUI;OUI;2025-10-18T18:36:32+02:00;48.87866794788021, 2.2420343756675725;Puteaux;92062;
17011;Fragonard - Porte de Clichy;OUI;56;20;35;34;1;OUI;OUI;2025-10-18T18:40:31+02:00;48.894155633419, 2.3143893107772;Paris;75056;
26007;Square Gilbert Thomain;OUI;20;15;4;2;2;OUI;OUI;2025-10-18T18:37:22+02:00;48.90717373809284, 2.2695400938391685;Asnières-sur-Seine;92004;
17045;Place des Ternes.;OUI;46;30;15;8;7;OUI;OUI;2025-10-18T18:40:07+02:00;48.878438631226516, 2.297727763652802;Paris;75056;
11007;Jean Macé - Faidherbe;OUI;78;21;57;46;11;OUI;OUI;2025-10-18T18:40:37+02:00;48.85337548426, 2.3828620836139;Paris;75056;
11115;Montreuil - Gonnet;OUI;24;9;12;10;2;OUI;OUI;2025-10-18T18:39:17+02:00;48.850500564921, 2.3890856287864;Paris;75056;
15025;Dupleix - du Guesclin;OUI;47;11;36;30;6;OUI;OUI;2025-10-18T18:39:41+02:00;48.85147910413369, 2.296709530055523;Paris;75056;
16111;Faustin Hélie - Desbordes-Valmore;OUI;33;29;2;1;1;OUI;OUI;2025-10-18T18:39:18+02:00;48.859403, 2.276522;Paris;75056;
19005;Flandre - Riquet;OUI;21;14;4;2;2;OUI;OUI;2025-10-18T18:40:03+02:00;48.888013281448, 2.3737595955229;Paris;75056;
12115;Porte de Vincennes;OUI;33;29;4;2;2;OUI;OUI;2025-10-18T18:38:28+02:00;48.846454, 2.415514;Paris;75056;
10113;Parmentier - Hôpital Saint-Louis;OUI;43;20;19;8;11;OUI;OUI;2025-10-18T18:39:41+02:00;48.871379874257, 2.3698963836667;Paris;75056;
18204;Porte de la Chapelle - Boulevard Ney;OUI;52;47;5;3;2;OUI;OUI;2025-10-18T18:38:22+02:00;48.900097357789, 2.3586005020149;Paris;75056;
43402;Place de Verdun;OUI;40;20;18;14;4;OUI;OUI;2025-10-18T18:34:29+02:00;48.8202823, 2.473775;Joinville-le-Pont;94042;
23001;Paul Vaillant Couturier - Chaptal;OUI;39;27;9;5;4;OUI;OUI;2025-10-18T18:39:57+02:00;48.893479576183, 2.2775253653526;Levallois-Perret;92044;
33018;Edouard Poisson - Victor Hugo;OUI;30;20;3;2;1;OUI;OUI;2025-10-18T18:38:01+02:00;48.91118557052621, 2.379864752692811;Aubervilliers;93001;
15010;Square Cambronne;OUI;59;10;19;17;2;OUI;OUI;2025-10-18T18:37:00+02:00;48.84756654526, 2.3025691509247;Paris;75056;
12013;Montgallet - Reuilly;OUI;15;10;5;1;4;OUI;OUI;2025-10-18T18:39:16+02:00;48.844291, 2.3896481;Paris;75056;
18141;Clignancourt - Sofia;OUI;19;16;1;0;1;OUI;OUI;2025-10-18T18:38:39+02:00;48.88511992309783, 2.34719488842051;Paris;75056;
7015;Varenne;OUI;47;36;8;5;3;OUI;OUI;2025-10-18T18:40:05+02:00;48.857202661803, 2.3152771219611;Paris;75056;
14117;Gare Montparnasse - René Mouchotte;OUI;41;41;0;0;0;NON;NON;2018-03-16T13:30:20+01:00;48.839203843292, 2.3208839446306;Paris;75056;
5021;Jussieu - Fossés Saint-Bernard;OUI;39;12;18;5;13;OUI;OUI;2025-10-18T18:39:08+02:00;48.847185510023, 2.3534858599305;Paris;75056;
16124;Route de Sèvres - Porte de Bagatelle;OUI;66;6;59;57;2;OUI;OUI;2025-10-18T18:40:33+02:00;48.87525984132485, 2.249415814876557;Paris;75056;
6013;Jacques Callot - Mazarine;OUI;28;9;18;12;6;OUI;OUI;2025-10-18T18:40:32+02:00;48.855280175332, 2.3375743255019;Paris;75056;
33003;Bordier - Félix Faure;OUI;48;41;5;1;4;OUI;OUI;2025-10-18T18:34:47+02:00;48.90390751882016, 2.3830059170722966;Aubervilliers;93001;
21305;Place Jacques Madaule;OUI;25;2;21;19;2;OUI;OUI;2025-10-18T18:37:50+02:00;48.823933787309, 2.2606918215752;Issy-les-Moulineaux;92040;
33009;Félix Faure - Sadi Carnot;OUI;33;21;10;3;7;OUI;OUI;2025-10-18T18:40:25+02:00;48.90812110228388, 2.378623187541962;Aubervilliers;93001;
8033;Commandant Rivière;OUI;42;32;7;2;5;OUI;OUI;2025-10-18T18:40:33+02:00;48.872933, 2.309796;Paris;75056;
25005;18 juin 1940 - Buzenval;OUI;25;16;7;0;7;OUI;OUI;2025-10-18T18:40:19+02:00;48.868807, 2.185428;Rueil-Malmaison;92063;
16121;Jardin d'Acclimatation;OUI;33;3;29;25;4;OUI;OUI;2025-10-18T18:40:07+02:00;48.878772242510465, 2.270772233605385;Paris;75056;
19115;Porte de la Villette;OUI;27;18;4;1;3;OUI;OUI;2025-10-18T18:37:19+02:00;48.89835196548483, 2.386150136590004;Paris;75056;
41102;Gare de Laplace;OUI;43;36;6;2;4;OUI;OUI;2025-10-18T18:37:19+02:00;48.80893199114179, 2.3349460959434514;Arcueil;94003;
14034;Ouest - Château;OUI;23;11;11;4;7;OUI;OUI;2025-10-18T18:39:55+02:00;48.83617286014242, 2.319392143923804;Paris;75056;
17037;Bayen - Pereire;OUI;22;16;5;3;2;OUI;OUI;2025-10-18T18:40:10+02:00;48.881804409079656, 2.2921088710427284;Paris;75056;
32010;Place aux Étoiles;OUI;40;31;7;5;2;OUI;OUI;2025-10-18T18:40:35+02:00;48.91835629408464, 2.3523425683379173;Saint-Denis;93066;
22505;Mairie de La Garenne Colombes;OUI;22;8;14;13;1;OUI;OUI;2025-10-18T18:38:28+02:00;48.90663823468682, 2.24679596722126;La Garenne-Colombes;92035;
16018;Flandrin - Henri Martin;OUI;18;14;4;1;3;OUI;OUI;2025-10-18T18:40:03+02:00;48.8643275, 2.2724174;Paris;75056;
13045;Jean Colly - Tolbiac;OUI;36;33;1;1;0;OUI;OUI;2025-10-18T18:33:23+02:00;48.827817291597846, 2.3705490678548813;Paris;75056;
12034;Pirogues de Bercy - Libourne;OUI;49;7;42;19;23;OUI;OUI;2025-10-18T18:40:22+02:00;48.832308, 2.38637;Paris;75056;
15033;Place Violet;OUI;30;10;19;15;4;OUI;OUI;2025-10-18T18:40:33+02:00;48.84487893836502, 2.2905756533145905;Paris;75056;
25008;Place du 8 Mai 1945;OUI;18;13;4;1;3;OUI;OUI;2025-10-18T18:34:59+02:00;48.871552174017, 2.2025031970585;Rueil-Malmaison;92063;
19044;Grands Moulins de Pantin;OUI;50;45;4;1;3;OUI;OUI;2025-10-18T18:33:46+02:00;48.89738369720229, 2.3959985375404362;Paris;75056;
24002;Gare de Courbevoie;OUI;35;16;17;14;3;OUI;OUI;2025-10-18T18:38:05+02:00;48.8993867, 2.2506506;Courbevoie;92026;
16034;Porte d'Auteuil;OUI;33;27;5;4;1;OUI;OUI;2025-10-18T18:39:58+02:00;48.8479394142243, 2.2608396783471107;Paris;75056;
33001;Victor Hugo - Magasins Généraux;OUI;34;32;2;2;0;OUI;OUI;2025-10-18T18:39:27+02:00;48.903281401126755, 2.368072383105755;Aubervilliers;93001;
41404;Carnot - Pâquerettes;OUI;26;9;16;13;3;OUI;OUI;2025-10-18T18:40:25+02:00;48.79592939432515, 2.4261841177940373;Alfortville;94002;
7009;Assemblée Nationale;OUI;76;70;3;0;3;OUI;OUI;2025-10-18T18:35:00+02:00;48.861411014652, 2.3201214185208;Paris;75056;
92003;Chanzy - Sud-Est;OUI;25;14;11;10;1;OUI;OUI;2025-10-18T18:38:30+02:00;48.888912037698766, 2.195632159709931;Nanterre;92050;
20132;Réunion - Avron;OUI;26;21;5;2;3;OUI;OUI;2025-10-18T18:35:48+02:00;48.852566752033766, 2.403928068708116;Paris;75056;
5119;Jussieu - Guy de la Brosse;OUI;40;34;6;5;1;OUI;OUI;2025-10-18T18:38:57+02:00;48.845665, 2.355653;Paris;75056;
